,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,samplesize,population,poll_wt,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,poll_id
4881,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oklahoma,10/4/2016,10/9/2016,226.0,likely voters,0.01689,38.83464,49.76253,3.663704,0.0,0.0,46722
4882,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,7/13/2016,7/15/2016,998.0,likely voters,0.0167894,41.76834,43.25145,1.38034,0.0,0.0,44609
4883,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,10/10/2016,10/14/2016,597.0,likely voters,0.0167086,40.68169,38.73423,4.965429,0.0,0.0,46979
4884,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/19/2016,10/21/2016,2438.0,likely voters,0.0165956,42.81963,40.86874,4.914432,0.0,0.0,47256
4885,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,7/25/2016,7/27/2016,531.0,registered voters,0.0165385,33.66574,53.05248,2.95358,0.0,0.0,44746
4886,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Vermont,10/4/2016,10/9/2016,47.0,likely voters,0.0165136,62.42802,24.8093,7.683705,0.0,0.0,46732
4887,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,8/9/2016,9/1/2016,1199.0,registered voters,0.0164627,55.97534,31.64684,2.056193,0.0,0.0,45362
4888,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,8/9/2016,9/1/2016,877.0,registered voters,0.0162795,49.19692,37.07797,4.056192,0.0,0.0,45379
4889,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/27/2016,10/28/2016,943.0,likely voters,0.0162651,42.04093,42.37442,5.407949,0.0,0.0,47939
4890,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/9/2016,9/1/2016,912.0,registered voters,0.0162396,51.10888,38.90667,1.056193,0.0,0.0,45372
4891,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/15/2016,10/21/2016,3052.0,likely voters,0.0162287,44.51136,42.74796,0.0,0.0,0.0,47182
4892,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,9/16/2016,10/6/2016,463.0,likely voters,0.0162061,35.10344,51.40015,0.0,0.0,0.0,46648
4893,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,9/16/2016,10/6/2016,359.0,likely voters,0.0162025,43.46225,46.34457,0.0,0.0,0.0,46645
4894,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,9/1/2016,9/8/2016,4212.0,registered voters,0.0161356,51.29002,33.19502,4.123247,0.0,0.0,45712
4895,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,7/9/2016,7/12/2016,404.0,likely voters,0.0161118,49.74263,38.49382,2.414057,0.0,0.0,44575
4896,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,10/17/2016,10/25/2016,2459.0,likely voters,0.0160455,46.3093,40.02435,5.49675,0.0,0.0,47519
4897,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/20/2016,994.0,registered voters,0.0160204,46.33253,43.37499,0.0,0.0,0.0,44912
4898,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/7/2016,10/13/2016,1482.0,likely voters,0.0159505,47.28981,43.0599,0.0,0.0,0.0,46801
4899,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/5/2016,7/9/2016,1053.0,registered voters,0.015943,42.38189,41.09829,4.995968,0.0,0.0,44569
4900,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Mississippi,10/4/2016,10/9/2016,186.0,likely voters,0.0159171,29.23341,58.49091,-0.5262955,0.0,0.0,46711
4901,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,10/10/2016,10/14/2016,608.0,likely voters,0.0156536,42.88255,35.15169,5.495429,0.0,0.0,46980
4902,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Texas,10/17/2016,10/25/2016,2148.0,likely voters,0.0156103,38.30751,48.03296,4.49675,0.0,0.0,47516
4903,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/31/2016,8/3/2016,800.0,registered voters,0.015275,45.55006,40.88726,5.075231,0.0,0.0,44771
4904,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,9/23/2016,9/29/2016,317.0,likely voters,0.0152048,37.14078,50.95222,0.0,0.0,0.0,46345
4905,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Mississippi,8/9/2016,9/1/2016,823.0,registered voters,0.0151986,44.7356,50.18039,-2.943807,0.0,0.0,45366
4906,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,10/10/2016,10/14/2016,581.0,likely voters,0.015169,38.54694,41.93664,4.415429,0.0,0.0,46978
4907,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,8/2/2016,8/4/2016,508.0,adults,0.0151173,30.70576,50.04726,0.0,0.0,0.0,44791
4908,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/26/2016,8/27/2016,1177.0,likely voters,0.0151115,44.00484,44.2118,0.0,0.0,0.0,45261
4909,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Montana,9/9/2016,9/29/2016,144.0,likely voters,0.0148478,37.70494,52.0009,0.0,0.0,0.0,46360
4910,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,10/10/2016,10/14/2016,530.0,likely voters,0.0148257,45.71317,36.40884,6.325428,0.0,0.0,47001
4911,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,9/30/2016,10/6/2016,979.0,likely voters,0.0147415,47.83559,45.12479,0.0,0.0,0.0,46640
4912,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,West Virginia,9/27/2016,10/3/2016,110.0,likely voters,0.014728,30.55174,56.73497,3.820876,0.0,0.0,46508
4913,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,7/22/2016,7/24/2016,1334.0,voters,0.0146553,41.43988,45.8522,3.596386,0.0,0.0,44679
4914,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/6/2016,10/10/2016,1500.0,likely voters,0.0146322,44.79915,41.89355,5.03099,0.0,0.0,46739
4915,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Mexico,10/4/2016,10/9/2016,174.0,likely voters,0.0145945,40.77694,36.50935,13.52371,0.0,0.0,46718
4916,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/29/2016,7/31/2016,894.0,registered voters,0.0145801,47.25836,40.3894,4.623145,0.0,0.0,44742
4917,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/29/2016,7/30/2016,1276.0,likely voters,0.0145457,47.32009,44.07256,3.917424,0.0,0.0,44713
4918,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,7/30/2016,8/1/2016,600.0,likely voters,0.0144573,43.93849,36.76749,3.519886,0.0,0.0,44764
4919,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Indiana,10/10/2016,10/14/2016,665.0,likely voters,0.0144361,43.19424,40.88706,5.495429,0.0,0.0,46971
4920,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,South Carolina,9/2/2016,9/22/2016,317.0,likely voters,0.0144143,42.62279,49.98376,0.0,0.0,0.0,46091
4921,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/4/2016,9/6/2016,1077.0,registered voters,0.0143656,43.3339,42.36238,4.095018,0.0,0.0,45411
4922,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,10/10/2016,10/14/2016,559.0,likely voters,0.0142808,40.56891,46.46125,2.905429,0.0,0.0,46983
4923,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,10/10/2016,10/14/2016,519.0,likely voters,0.0142701,44.96511,39.04404,5.545429,0.0,0.0,46959
4924,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/15/2016,8/17/2016,723.0,registered voters,0.0142643,39.77353,41.95486,6.806778,0.0,0.0,44904
4925,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,9/16/2016,9/29/2016,361.0,likely voters,0.014248,37.4388,56.70797,0.0,0.0,0.0,46351
4926,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,West Virginia,9/9/2016,9/29/2016,173.0,likely voters,0.014241,33.09682,53.27921,0.0,0.0,0.0,46379
4927,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wyoming,10/4/2016,10/9/2016,35.0,likely voters,0.0141726,16.41959,61.13748,11.98371,0.0,0.0,46736
4928,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,10/10/2016,10/14/2016,496.0,likely voters,0.0140937,47.88972,32.12449,9.155429,0.0,0.0,46961
4929,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/11/2016,10/13/2016,1500.0,likely voters,0.0140592,41.47258,45.90835,4.269985,0.0,0.0,46799
4930,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Kansas,10/4/2016,10/9/2016,250.0,likely voters,0.0139768,45.74633,39.08281,2.593705,0.0,0.0,46702
4931,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Montana,9/27/2016,10/3/2016,173.0,likely voters,0.0139763,37.23311,46.23722,7.920875,0.0,0.0,46485
4932,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,South Dakota,9/9/2016,9/29/2016,105.0,likely voters,0.0138748,30.11294,45.81755,0.0,0.0,0.0,46373
4933,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/17/2016,10/23/2016,32225.0,likely voters,0.013813,44.30188,42.23463,3.364985,0.0,0.0,47324
4934,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Mississippi,9/9/2016,9/29/2016,202.0,likely voters,0.0137979,38.0153,49.49054,0.0,0.0,0.0,46358
4935,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/14/2016,10/20/2016,3001.0,likely voters,0.0137906,44.16153,42.99911,0.0,0.0,0.0,47101
4936,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alaska,9/27/2016,10/3/2016,65.0,likely voters,0.0137743,53.64334,45.00499,2.430876,0.0,0.0,46459
4937,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,10/4/2016,10/9/2016,300.0,likely voters,0.0137235,49.64882,34.66552,3.433705,0.0,0.0,46692
4938,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,9/23/2016,9/29/2016,545.0,likely voters,0.0137185,46.58093,35.1797,0.0,0.0,0.0,46364
4939,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nevada,7/7/2016,7/10/2016,408.0,likely voters,0.013693,46.5301,44.27772,2.433065,0.0,0.0,44538
4940,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,9/8/2016,9/11/2016,678.0,likely voters,0.0136367,57.86269,33.54713,0.1495089,0.0,0.0,45717
4941,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New York,10/17/2016,10/25/2016,1169.0,likely voters,0.0135983,56.28898,32.12207,1.49675,0.0,0.0,47505
4942,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,7/7/2016,7/9/2016,500.0,likely voters,0.0135636,44.11345,38.63105,0.0,0.0,0.0,44564
4943,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Vermont,9/27/2016,10/3/2016,61.0,likely voters,0.0135539,50.68527,35.84019,3.590876,0.0,0.0,46505
4944,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nevada,10/4/2016,10/9/2016,186.0,likely voters,0.0135174,49.17717,38.69558,6.133705,0.0,0.0,46719
4945,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/6/2016,10/12/2016,1402.0,likely voters,0.0134057,47.49269,42.51372,0.0,0.0,0.0,46800
4946,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maine,9/9/2016,9/29/2016,276.0,likely voters,0.013342,44.46318,33.64297,0.0,0.0,0.0,46353
4947,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,10/17/2016,10/25/2016,2131.0,likely voters,0.0132997,46.31274,43.00784,2.49675,0.0,0.0,47511
4948,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Hawaii,9/27/2016,10/3/2016,59.0,likely voters,0.0131474,68.30436,25.37629,2.210876,0.0,0.0,46470
4949,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maine,9/27/2016,10/3/2016,74.0,likely voters,0.0130962,56.17997,31.02578,-0.5491242,0.0,0.0,46480
4950,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Delaware,9/27/2016,10/3/2016,78.0,likely voters,0.0130168,53.46129,26.2552,6.330876,0.0,0.0,46467
4951,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,10/4/2016,10/9/2016,223.0,likely voters,0.0129977,28.16651,57.14001,1.883705,0.0,0.0,46704
4952,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/22/2016,7/24/2016,1000.0,likely voters,0.0128197,44.15932,47.17904,3.005129,0.0,0.0,44756
4953,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,9/16/2016,9/29/2016,312.0,likely voters,0.0128074,36.84281,55.91626,0.0,0.0,0.0,46337
4954,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Washington,8/9/2016,9/1/2016,722.0,registered voters,0.0127325,43.22291,36.12854,9.056193,0.0,0.0,45389
4955,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,8/9/2016,9/1/2016,1218.0,registered voters,0.0126555,42.42437,39.52052,7.056193,0.0,0.0,45371
4956,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,10/4/2016,10/9/2016,399.0,likely voters,0.01265,38.63881,51.52676,5.173705,0.0,0.0,46728
4957,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,South Dakota,9/27/2016,10/3/2016,75.0,likely voters,0.0125958,42.31321,45.58323,-0.3191242,0.0,0.0,46500
4958,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,10/10/2016,10/14/2016,669.0,likely voters,0.0125444,47.11268,35.7338,4.275428,0.0,0.0,47004
4959,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Delaware,9/9/2016,9/29/2016,124.0,likely voters,0.0124441,42.77937,35.43867,0.0,0.0,0.0,46343
4960,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,7/30/2016,8/4/2016,600.0,likely voters,0.012355,45.59385,37.09696,4.034883,0.0,0.0,44775
4961,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Vermont,6/26/2016,6/29/2016,600.0,registered voters,0.0122475,44.45156,29.28006,5.859689,0.0,0.0,44514
4962,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,10/10/2016,10/14/2016,717.0,likely voters,0.0122084,43.81428,44.22613,4.605428,0.0,0.0,46994
4963,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/18/2016,10/20/2016,2127.0,likely voters,0.0122075,44.84335,40.99762,3.792768,0.0,0.0,47163
4964,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Dakota,9/27/2016,10/3/2016,49.0,likely voters,0.0122015,28.99205,53.86288,8.940876,0.0,0.0,46487
4965,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/13/2016,10/19/2016,3050.0,likely voters,0.0121736,44.13789,42.96004,0.0,0.0,0.0,47090
4966,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/7/2016,8/17/2016,803.0,likely voters,0.012076,49.28006,37.30524,4.524909,0.0,0.0,44914
4967,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New York,9/23/2016,9/29/2016,651.0,likely voters,0.0120667,49.14077,29.93077,0.0,0.0,0.0,46366
4968,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/30/2016,10/2/2016,1778.0,likely voters,0.012064,44.21824,40.23083,5.08056,0.0,0.0,46325
4969,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Mexico,9/9/2016,9/29/2016,145.0,likely voters,0.0120196,44.984,36.30161,0.0,0.0,0.0,46365
4970,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Idaho,9/9/2016,9/29/2016,175.0,likely voters,0.0120115,25.85794,58.65876,0.0,0.0,0.0,46346
4971,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,10/17/2016,10/25/2016,2235.0,likely voters,0.0120099,42.34521,47.85173,3.49675,0.0,0.0,47483
4972,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/10/2016,10/12/2016,1500.0,likely voters,0.0119663,41.54005,45.91688,4.204287,0.0,0.0,46777
4973,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,6/8/2016,7/2/2016,495.0,likely voters,0.0119022,52.06959,29.43206,5.940788,0.0,0.0,44512
4974,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,9/9/2016,9/22/2016,613.0,likely voters,0.0118736,42.04361,45.92011,0.0,0.0,0.0,46064
4975,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,9/9/2016,9/29/2016,170.0,likely voters,0.0118725,46.22177,40.91512,0.0,0.0,0.0,46363
4976,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,South Carolina,10/4/2016,10/9/2016,296.0,likely voters,0.0117853,36.71618,53.40647,2.663704,0.0,0.0,46726
4977,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,10/4/2016,10/9/2016,360.0,likely voters,0.0117795,41.99295,35.62318,4.983704,0.0,0.0,46698
4978,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,9/16/2016,9/29/2016,466.0,likely voters,0.0116802,51.55823,33.08762,0.0,0.0,0.0,46354
4979,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/5/2016,10/11/2016,1367.0,likely voters,0.0116767,47.7271,41.97655,0.0,0.0,0.0,46758
4980,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Hawaii,9/21/2016,9/26/2016,82.0,likely voters,0.0116651,49.37236,29.82329,8.491493,0.0,0.0,46245
4981,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/1/2016,8/1/2016,996.0,likely voters,0.0116591,45.64773,46.09772,1.520554,0.0,0.0,44752
4982,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,5/29/2016,5/31/2016,1833.0,registered voters,0.011634,55.03814,35.0644,0.0,0.0,0.0,44173
4983,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/13/2016,7/18/2016,900.0,likely voters,0.0116318,44.6473,44.05003,6.67256,0.0,0.0,44625
4984,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,10/4/2016,10/9/2016,379.0,likely voters,0.0115775,27.84025,61.67352,1.593705,0.0,0.0,46687
4985,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,10/17/2016,10/25/2016,2765.0,likely voters,0.0115706,45.29832,45.07716,1.49675,0.0,0.0,47482
4986,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,10/4/2016,10/9/2016,382.0,likely voters,0.0115527,53.92663,32.29217,5.193704,0.0,0.0,46723
4987,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Rhode Island,9/21/2016,9/26/2016,57.0,likely voters,0.0115179,49.49558,31.35062,2.951492,0.0,0.0,46273
4988,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Idaho,9/27/2016,10/3/2016,158.0,likely voters,0.0115154,33.33655,50.88514,5.110876,0.0,0.0,46472
4989,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,9/16/2016,9/29/2016,436.0,likely voters,0.011462,47.86935,37.81572,0.0,0.0,0.0,46370
4990,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wyoming,9/27/2016,10/3/2016,43.0,likely voters,0.0114205,24.95065,43.28628,6.640875,0.0,0.0,46509
4991,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,10/17/2016,10/25/2016,1923.0,likely voters,0.0114107,52.28823,32.12566,4.49675,0.0,0.0,47477
4992,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,7/29/2016,8/1/2016,389.0,likely voters,0.0112395,50.39456,41.19158,2.038313,0.0,0.0,44763
4993,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,10/10/2016,10/14/2016,658.0,likely voters,0.0112337,44.76416,40.41357,1.545429,0.0,0.0,46987
4994,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Washington,6/15/2016,6/20/2016,804.0,likely voters,0.0112224,47.85769,37.14354,0.0,0.0,0.0,44487
4995,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/8/2016,2348.0,likely voters,0.0111972,43.88134,40.29065,4.682114,0.0,0.0,45702
4996,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,9/16/2016,9/29/2016,403.0,likely voters,0.0111485,35.41868,47.69382,0.0,0.0,0.0,46359
4997,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,10/10/2016,10/14/2016,782.0,likely voters,0.0110928,39.81857,44.26308,4.975428,0.0,0.0,46991
4998,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nebraska,9/9/2016,9/29/2016,197.0,likely voters,0.0110735,31.70311,50.74288,0.0,0.0,0.0,46361
4999,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,7/31/2016,8/2/2016,400.0,likely voters,0.0110138,42.37358,48.22438,3.433599,0.0,0.0,44759
5000,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/29/2016,8/4/2016,851.0,registered voters,0.0109643,43.82449,40.72758,7.026626,0.0,0.0,44774
5001,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nevada,8/9/2016,9/1/2016,2776.0,registered voters,0.0109476,42.05494,41.80172,5.056192,0.0,0.0,45370
5002,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,9/30/2016,10/6/2016,609.0,likely voters,0.0109436,44.7465,43.21148,0.0,0.0,0.0,46665
5003,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,10/4/2016,10/9/2016,368.0,likely voters,0.0109424,53.49626,34.03974,2.373704,0.0,0.0,46706
5004,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arkansas,9/9/2016,9/29/2016,306.0,likely voters,0.010941,40.94157,50.09163,0.0,0.0,0.0,46339
5005,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,9/16/2016,9/29/2016,495.0,likely voters,0.0109205,34.6964,47.31224,0.0,0.0,0.0,46374
5006,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,9/30/2016,10/6/2016,326.0,likely voters,0.010876,42.81813,43.7085,0.0,0.0,0.0,46663
5007,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,9/30/2016,10/6/2016,418.0,likely voters,0.0108501,42.82986,38.39933,0.0,0.0,0.0,46652
5008,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nebraska,9/27/2016,10/3/2016,238.0,likely voters,0.0107286,37.99718,44.7326,3.820876,0.0,0.0,46488
5009,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Massachusetts,10/4/2016,10/9/2016,407.0,likely voters,0.0106229,58.17246,28.64272,3.613705,0.0,0.0,46705
5010,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/12/2016,10/18/2016,3019.0,likely voters,0.0105099,44.23073,42.68816,0.0,0.0,0.0,47058
5011,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/4/2016,10/10/2016,1367.0,likely voters,0.0104636,47.38878,41.80264,0.0,0.0,0.0,46742
5012,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/22/2016,7/24/2016,1118.0,registered voters,0.0103944,42.82545,45.23219,6.890074,0.0,0.0,44676
5013,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,7/31/2016,7/31/2016,787.0,likely voters,0.0103769,46.81727,49.05278,1.480639,0.0,0.0,44741
5014,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maine,10/4/2016,10/9/2016,37.0,likely voters,0.0103157,48.22657,50.19398,2.063704,0.0,0.0,46707
5015,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/9/2016,10/11/2016,1500.0,likely voters,0.0102513,43.63424,41.90928,5.154737,0.0,0.0,46756
5016,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,9/27/2016,9/27/2016,1956.0,likely voters,0.010241,45.98823,42.53344,5.336138,0.0,0.0,46285
5017,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oklahoma,9/27/2016,10/3/2016,254.0,likely voters,0.0101881,35.04881,47.60704,7.770875,0.0,0.0,46495
5018,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,10/12/2016,10/16/2016,1500.0,likely voters,0.0101638,43.37337,43.85122,3.41449,0.0,0.0,46877
5019,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,6/26/2016,6/28/2016,800.0,likely voters,0.0101565,46.01143,48.29167,0.0,0.0,0.0,44553
5020,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,9/30/2016,10/6/2016,468.0,likely voters,0.0101366,48.01916,43.49877,0.0,0.0,0.0,46668
5021,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,7/18/2016,7/20/2016,500.0,likely voters,0.0101273,45.23796,42.35482,2.932618,0.0,0.0,44661
5022,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,9/2/2016,9/22/2016,403.0,likely voters,0.0100477,39.26684,53.64199,0.0,0.0,0.0,46056
5023,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Dakota,9/21/2016,9/26/2016,61.0,likely voters,0.0100246,33.58192,57.38296,11.18149,0.0,0.0,46262
